"","Produce-1600-2541-Redacted.txt","Produce-2000.txt","Produce-3000.txt","Produce-4000.txt","Produce-5000.txt","Produce-6000.txt","Produce-Box-1-Redacted.txt","Produce-Box-5-Redacted.txt","Produce-Box-5.txt","Produce-Box-6.txt"
"lshermancityoftulsaorg",0,0,0,0,0,0,0,0,0,1
"lshmael",0,0,0,0,0,0,0,0,0,3
"lshorenewsaolcom",0,0,0,0,0,0,0,0,0,2
"lski",0,0,0,0,0,0,0,0,0,1
"lsmithokkidsorg",0,0,0,2,0,1,0,0,1,2
"lsrittsgmailcom",0,0,8,19,0,0,0,0,0,0
"lsrittsrittslawgroupcom",0,0,0,6,0,0,0,0,0,0
"lsuttonsarkeysorg",0,0,0,2,0,0,0,0,0,2
"lsvothphillipsmurrahcom",0,0,0,0,0,0,0,0,0,1
"ltc",0,0,0,0,0,0,0,0,0,6
"ltcanfiterrorism",0,0,0,0,0,0,0,0,0,2
"ltcantiterrorism",0,0,0,0,0,0,0,0,0,1
"ltcdmwardgmailcom",0,0,0,0,0,2,0,0,0,0
"ltcol",0,0,0,0,17,0,0,0,28,0
"ltdanielradergmailcom",0,0,0,0,0,0,0,0,0,3
"lterrelloicaorg",0,0,0,2,0,1,0,0,1,1
"lthompsontlwtradingcom",0,0,0,2,0,1,0,0,0,0
"ltmillermcsogmailcom",0,0,0,0,0,0,0,0,0,1
"ltrpdf",0,0,1,0,0,0,0,0,0,0
"lturnermhatorg",0,0,0,2,0,1,0,0,1,0
"lucas",0,0,1,6,0,0,0,0,0,0
"lucasmalicoategmailcom",0,0,0,0,0,0,0,0,0,1
"luchieflunetedu",0,0,0,0,0,0,0,0,0,3
"lucienjonesokcgov",6,0,0,0,0,0,0,0,0,0
"luck",1,0,14,7,1,0,0,0,0,0
"lucky",0,0,0,1,0,0,0,0,0,1
"lucypittmandcgov",0,0,10,0,0,0,0,0,0,0
"ludwick",4,0,3,154,18,4,2,0,35,0
"ludwiszewski",0,0,0,3,0,0,0,0,0,0
"ludwyck",0,0,0,0,0,0,0,0,0,3
"luedecke",0,0,0,0,0,0,1,0,0,0
"luis",0,0,2,23,0,0,2,0,0,1
"luisagolugmailcom",0,0,0,0,0,0,0,0,0,1
"luisgonzalezcjrwcom",0,0,0,0,0,0,0,0,1,0
"luke",0,0,0,0,0,0,0,0,0,4
"luketallantgmailcom",0,0,0,0,0,0,0,0,0,2
"lunch",32,0,2,35,7,1,0,18,32,1
"lunchafternoon",0,0,0,10,0,0,0,0,0,0
"luncheon",34,0,0,20,0,0,0,0,3,1
"lunches",4,0,0,10,0,0,0,1,8,0
"lunchtime",3,0,0,0,0,0,0,0,0,0
"lundberg",0,0,0,3,0,0,0,0,0,1
"lundy",5,0,0,0,17,0,0,0,30,2
"lundykigeraescom",0,0,0,0,0,2,0,0,0,2
"lunsford",0,0,0,0,0,0,0,0,0,1
"lusk",0,0,0,39,0,0,0,0,15,0
"luther",0,0,0,0,0,0,0,0,0,12
"lvanctylermediacom",0,0,0,0,0,0,0,0,0,2
"lvandykemtgov",0,0,0,25,0,0,0,0,0,0
"lvestcothrandevelopmentcom",0,0,0,0,0,2,0,0,0,0
"lvissercityoftulsaorg",0,0,0,0,0,0,0,0,0,1
"lwedelafrmiccom",0,0,0,0,0,0,0,0,1,0
"lwhitecallokiecom",0,0,0,0,0,0,0,0,1,0
"lwoollenouedu",0,0,0,0,0,0,0,0,0,3
"lwrightcityoftulsaorg",0,0,2,2,0,0,2,0,0,0
"lyahoocom",0,0,0,0,0,0,0,0,0,1
"lyall",6,0,0,0,0,0,0,0,0,3
"lybarger",0,0,0,15,0,0,0,0,0,0
"lyda",0,0,0,0,16,0,0,0,26,0
"lydia",0,0,0,0,0,0,0,0,0,1
"lyle",0,0,0,87,0,0,0,0,118,0
"lymphoma",0,0,0,0,0,0,0,0,0,1
"lyn",1,0,0,26,0,2,0,0,0,0
"lynch",18,0,269,0,0,0,10,0,0,0
"lynchburg",0,0,0,0,0,3,0,0,0,0
"lynchokaolcom",0,0,0,0,0,2,0,0,0,0
"lyndon",0,0,0,0,0,0,0,0,0,18
"lyndontaylordvncom",0,0,0,0,0,0,0,0,16,6
"lynetta",0,0,0,0,0,0,0,0,0,3
"lynettalongosbiokgov",0,0,0,0,0,0,0,0,0,3
"lynette",0,0,0,0,0,0,0,0,0,1
"lynetteokosteoorg",0,0,0,0,0,0,0,0,0,1
"lynmartindiehloagokgov",0,0,0,30,0,0,0,0,0,0
"lynn",3,0,15,0,0,0,1,0,0,3
"lynne",40,0,618,2,0,0,27,0,0,2
"lynneeparrishgmailcom",0,0,0,0,0,0,0,0,0,1
"lyon",0,0,0,0,0,0,0,0,0,3
"lyrics",4,0,0,0,0,0,0,0,0,0
"lythompsonosmregov",0,0,2,3,0,0,0,0,0,0
"lyyourtel",0,0,0,0,0,0,0,0,0,1
"lzimmermangmailcom",0,0,0,0,0,0,0,0,0,1
"mabledixondocstateokus",0,0,0,2,0,0,0,0,0,2
"mabry",0,0,0,0,0,0,0,0,0,3
"macbeth",0,0,51,0,0,0,0,0,0,0
"macchiarola",0,0,0,6,0,0,0,0,0,0
"maccom",0,0,0,0,0,0,0,0,0,2
"macdill",0,0,0,0,0,0,0,0,0,2
"macdonald",0,0,0,0,0,0,0,0,0,1
"macfarlane",18,0,262,0,0,0,10,0,0,0
"macguigan",0,0,2,2,0,0,2,0,0,0
"mackey",0,0,0,0,0,0,0,0,0,2
"maclean",0,0,0,2,0,0,0,0,0,0
"macon",0,0,0,0,0,1,0,0,1,0
"maddocks",0,0,0,0,0,0,0,0,0,3
"maddy",1,0,0,0,0,0,0,0,0,0
"made",31,0,22,125,2,3,4,0,54,1
"madeline",0,0,2,2,0,0,2,0,0,3
"madelinemitchellgovokgov",0,0,0,0,0,0,0,0,0,3
"madill",0,0,0,0,0,0,0,0,0,4
"madison",1,0,14,3,0,1,0,0,1,0
"madisonian",0,0,0,0,0,0,0,0,5,0
"madoux",0,0,2,2,0,0,2,0,0,0
"madrid",18,0,262,0,0,0,10,0,0,0
"mafl",0,0,0,0,0,0,0,0,0,2
"maftcmastrategiescom",0,0,0,0,0,0,0,0,0,1
"magazine",4,0,0,12,0,0,0,0,1,0
"magazines",0,0,0,0,0,0,0,0,2,0
"magellan",0,0,0,10,0,0,0,0,0,0
"maggi",0,0,0,0,0,0,0,0,0,2
"maggie",0,0,2,0,0,0,0,0,1,0
"maggiwilliamsdocstateokus",0,0,0,0,0,0,0,0,0,2
"magnet",0,0,0,0,0,0,0,0,5,0
"magnitude",1,0,0,0,0,0,0,0,0,0
"magruder",0,0,0,80,0,0,0,0,118,0
"mahamad",0,0,0,0,0,0,0,0,0,2
"mahamed",0,0,0,0,0,0,0,0,0,3
"mahartcityoftulsaorg",0,0,0,0,0,0,0,0,0,1
"maher",0,0,0,0,0,0,0,0,0,1
"mai",0,0,2,2,0,0,2,0,0,0
"mail",4,0,28,27,0,0,0,0,1,2
"mailboxes",4,0,0,6,0,0,0,0,0,0
"mailed",0,0,0,3,0,0,0,0,4,0
"mailing",0,0,25,0,0,0,0,0,0,0
"mailkiowacountydemocratcom",0,0,0,0,0,0,0,0,0,1
"mailto",0,0,0,0,0,0,0,0,0,1
"mailtoaaroncooperoagokgov",0,0,2,14,0,7,0,0,1,0
"mailtoashleyolmsteadoagokgov",58,0,120,41,0,0,1,0,16,0
"mailtoawoodhuntoncom",0,0,9,0,0,0,0,0,0,0
"mailtobcobbjwcom",0,0,3,0,0,0,0,0,0,0
"mailtoblakejohnsonnebraskagov",0,0,0,10,0,0,0,0,0,0
"mailtobrentrockwooddvncom",1,0,0,0,0,0,0,0,0,0
"mailtocarolineshousedvncom",0,0,0,4,0,0,0,0,0,0
"mailtocclarkcswplawcom",0,0,0,3,0,0,0,0,0,0
"mailtoclaytoneubanksoagokgov",1,0,0,23,1,0,4,0,0,0
"mailtodianaboyddvncom",0,0,0,13,0,0,0,0,0,0
"mailtodianeclayoagokgov",0,0,0,22,0,0,0,0,1,0
"mailtodthompsonokenergyfirmcom",0,0,0,6,0,0,0,0,0,0
"mailtoecshuartaepcom",0,0,0,2,0,0,0,0,0,0
"mailtofludwickoccemailcom",0,0,0,12,0,0,0,0,0,0
"mailtogstevensbostonpacificcom",0,0,0,15,0,0,0,0,0,0
"mailtohollyhamptonoagokgov",0,0,0,5,0,0,0,0,0,0
"mailtohoulesgogecom",0,0,0,1,0,0,0,0,0,0
"mailtojanpreslaroagokgov",2,0,0,0,0,0,0,0,0,0
"mailtojarothphillipsmurrahcom",0,0,0,4,0,0,0,0,0,0
"mailtojasonnelsonokhousegov",0,0,0,2,0,0,0,0,0,0
"mailtojawstrsokgov",1,0,0,2,0,0,0,0,0,0
"mailtojfitewcgflawcom",0,0,0,29,0,0,0,0,0,0
"mailtojjohnsonoccemailcom",0,0,0,53,3,0,0,0,0,0
"mailtojjonesoccemailcom",2,0,0,0,0,0,0,0,0,0
"mailtojmilleroccemailcom",0,0,0,1,0,0,0,0,0,0
"mailtojonathanmitchelltexasattorneygeneralgov",0,0,22,0,0,0,0,0,0,0
"mailtojrodriguezoccemailcom",0,0,0,10,0,0,0,0,0,0
"mailtojtstevensonaepcom",0,0,0,23,0,0,0,0,0,0
"mailtokathyjanestreasurerokgov",0,0,0,21,0,0,0,0,0,0
"mailtokatiedarkoagokgov",10,0,0,0,0,2,0,6,12,0
"mailtolpadenionetnet",0,0,0,11,0,0,0,0,0,0
"mailtomaiolsonndgov",0,0,1,0,0,0,0,0,0,0
"mailtomelissahoustonoagokgov",22,0,1,17,1,0,1,0,0,0
"mailtomichaelmyersagnygov",0,0,2,0,0,0,0,0,0,0
"mailtomichaelpmurphytexasattorneygeneralgov",0,0,2,0,0,0,0,0,0,0
"mailtonscottoccemailcom",0,0,0,0,1,0,0,0,0,0
"mailtooklahomaeducationbogdahngroupcom",0,0,0,2,0,0,0,0,0,0
"mailtopatrickwyrickoagokgov",0,0,0,0,0,0,1,0,0,0
"mailtopeterglasertroutmansanderscom",0,0,0,4,0,0,0,0,0,0
"mailtopkeislersidleycom",0,0,10,0,0,0,0,0,0,0
"mailtordclawswbellnet",0,0,0,6,0,0,0,0,0,0
"mailtorguerardhuntoncom",0,0,0,1,0,0,0,0,0,0
"mailtorhondagelleroagokgov",2,0,2,2,0,0,0,0,0,0
"mailtorobertquinanstatemaus",0,0,4,0,0,0,0,0,0,0
"mailtoroberttamblingagostatealus",0,0,1,0,0,0,0,0,0,0
"mailtothinexfordoccemailcom",0,0,1,3,0,0,0,0,0,0
"mailtothomaslorenzenusdojgov",0,0,7,0,0,0,0,0,0,0
"mailtotimallentreasurerokgov",1,0,0,0,0,0,0,0,0,0
"mailtotoswim",0,0,0,0,0,0,3,0,0,0
"mailtotoswimyahoocom",8,0,117,0,0,0,0,0,0,0
"mailtotschroedterhallestillcom",0,0,0,6,0,0,0,0,0,0
"main",7,0,2,5,0,0,0,0,2,0
"maine",1,0,15,30,0,0,0,0,2,0
"maintain",4,0,0,0,0,0,0,0,6,2
"maintaining",0,0,0,4,0,0,0,0,1,0
"maintenance",0,0,6,6,0,3,0,0,0,0
"maiolsonndgov",0,0,87,25,0,0,0,0,0,0
"maiyann",0,0,0,0,0,0,0,0,0,1
"majacksonaepcom",1,0,0,0,0,0,0,0,0,0
"major",1,5,7,17,0,0,0,2,22,14
"majorberryokcgov",0,0,0,0,0,0,0,0,0,1
"majorcommander",0,0,0,0,0,0,0,0,0,2
"majorinvestigative",0,0,0,0,0,0,0,0,0,2
"majority",1,0,14,25,0,0,0,5,13,0
"majormorrisgrovepolicecom",0,0,0,0,0,0,0,0,0,1
"majorzone",0,0,0,0,0,0,0,0,0,3
"makai",0,0,0,0,0,0,1,0,0,0
"make",117,0,173,143,3,9,7,12,62,3
"makebelieve",15,15,0,6,0,0,0,0,0,0
"makers",0,0,0,17,0,0,0,0,3,0
"makes",1,0,2,22,0,1,0,0,7,0
"makeup",0,0,0,4,0,0,0,0,0,0
"makiling",0,0,0,0,0,0,0,0,0,2
"making",9,0,1,18,1,1,3,0,44,0
"makohin",6,0,0,0,0,0,0,0,2,3
"malandrakis",0,0,0,0,0,0,0,0,0,3
"malcontent",4,0,0,0,0,0,0,0,0,0
"maldonado",0,0,0,0,0,0,0,0,0,3
"male",0,0,0,0,0,0,0,0,0,1
"malia",5,0,0,0,0,0,0,0,2,2
"mall",0,0,0,6,0,0,0,0,0,4
"mallokosteoorg",0,0,0,0,0,0,0,0,0,1
"mallory",0,0,11,0,0,0,0,0,0,0
"mallorybrendaepagov",0,0,65,0,0,0,0,0,0,0
"malloryncantrellgmailcom",0,0,0,0,0,0,0,0,0,1
"malt",0,0,0,0,0,0,0,0,0,3
"mamas",0,0,0,0,0,0,0,0,0,3
"mamasfl",0,0,0,0,0,0,0,0,0,1
"mamasitas",0,0,1,1,0,0,0,0,0,9
"man",0,0,0,13,0,0,0,0,4,1
"manage",35,0,1,132,0,39,0,0,39,0
"managed",0,0,0,3,0,0,0,0,0,0
"management",5,0,4,19,0,0,0,3,16,11
"managementsecurity",0,0,0,0,0,0,0,0,0,2
"manager",11,0,5,7,0,2,1,0,2,16
"managerexecutive",1,0,0,0,0,0,0,0,0,0
"managerflo",0,0,0,0,0,0,0,0,0,3
"managers",2,0,0,6,0,0,0,0,0,0
"managing",0,0,6,6,1,0,0,0,1,0
"mandate",4,0,4,48,0,1,0,0,6,0
"mandated",0,0,2,4,0,0,0,0,0,0
"mandates",0,0,0,7,0,0,0,0,0,3
"mandating",0,0,2,10,0,0,0,0,0,0
"mandatory",0,0,0,0,0,0,0,0,0,3
"mandyheapsgmailcom",0,0,0,0,0,0,0,0,0,1
"maneuvers",0,0,2,4,0,0,0,0,0,0
"manger",0,0,0,0,0,0,0,0,0,1
"mangum",0,0,0,0,0,0,0,0,0,1
"mangumstarnewssbcglobalnet",0,0,0,0,0,0,0,0,0,1
"manifesto",0,0,0,6,0,0,0,0,0,0
"manishareddyrescarecom",0,0,0,0,0,1,0,0,1,0
"manmade",0,5,0,0,0,0,0,0,0,0
"mann",1,0,0,6,0,0,0,0,0,0
"manner",0,0,3,12,0,0,0,0,10,1
"mannerthat",0,0,0,0,0,0,0,0,0,1
"mannford",0,0,0,0,0,0,0,0,0,1
"manningpmichigangov",0,0,0,0,0,0,0,0,16,0
"mans",0,0,0,0,0,0,0,0,5,0
"mansion",40,0,0,0,0,0,0,0,0,0
"mantle",15,0,0,0,0,0,0,0,5,0
"mantles",0,0,0,0,0,0,0,0,2,0
"manu",0,0,0,3,0,0,0,0,0,0
"manufactur",0,0,0,1,0,0,0,0,0,0
"manufacturers",0,0,66,77,0,0,0,0,2,0
"manufacturerspdf",0,0,0,2,0,0,0,0,0,0
"many",37,0,18,120,0,3,4,16,59,7
"manz",0,0,0,0,0,0,0,0,0,1
"maom",0,0,0,0,0,0,0,0,0,1
"map",0,0,1,3,0,0,0,0,0,0
"mapped",0,0,0,0,0,0,0,0,5,0
"maps",0,0,0,19,0,0,0,0,0,0
"mar",0,0,0,1,0,0,0,0,0,0
"marathon",4,0,0,0,0,0,0,0,0,0
"marble",0,0,0,0,0,0,0,0,0,1
"marc",7,0,13,34,0,0,0,0,7,9
"march",17,0,1,39,0,0,11,0,16,3
"marchbanks",0,0,0,0,17,0,0,0,26,0
"marchi",0,0,2,2,0,0,2,0,0,3
"marchmont",0,0,0,0,0,0,0,0,0,1
"marcia",0,0,2,26,0,0,2,0,0,4
"marciadrewryusdojgov",0,0,0,0,0,0,0,0,0,2
"marcie",0,0,0,6,0,0,0,0,0,0
"marcielellihotmailcom",0,0,0,0,0,2,0,0,0,0
"marco",0,0,0,0,0,0,0,0,0,2
"marcoztylermediacom",0,0,0,0,0,0,0,0,0,3
"marcrietvelt",0,0,2,0,0,0,0,0,0,0
"marcsandersdacstateokus",0,0,0,0,0,0,0,0,0,3
"marcus",0,0,0,0,0,0,1,0,0,7
"marcusjohnsonokcgov",0,0,0,0,0,0,0,0,0,2
"marcusjubydhsgov",0,0,0,0,0,0,0,0,0,4
"marcusthurmanlutherpoliceorg",0,0,0,0,0,0,0,0,0,3
"mardel",0,0,0,3,0,0,0,0,0,0
"marekcornettgmailcom",0,0,0,0,0,0,0,0,0,1
"maressa",1,0,3,3,0,0,2,0,0,2
"maressatreatdoeokgov",0,0,1,1,0,0,0,0,0,0
"marfinmuellerupnllccom",0,0,0,0,0,0,0,0,0,1
"margaret",13,0,5,12,0,0,0,0,4,5
"margaretcampbelltroutmansanderscom",0,0,8,19,0,0,0,0,0,0
"margareterlingassociatescom",0,0,0,0,0,0,0,0,0,1
"margarita",0,0,0,0,0,0,0,0,0,1
"margene",0,0,0,6,0,0,0,0,0,0
"margenes",0,0,0,3,0,0,0,0,0,0
"margie",0,0,0,0,4,0,0,0,0,0
"margin",0,0,0,5,0,0,0,0,3,0
"marginal",0,0,0,2,0,0,0,0,0,0
"margot",0,0,0,0,0,0,0,0,0,4
"marguerite",0,0,0,0,17,0,0,0,26,0
"maria",0,0,0,0,0,0,0,8,8,2
"mariagonzalezmcafeetaftcom",0,0,0,0,0,0,0,0,0,1
"mariancookseyokhousegov",0,0,0,0,0,1,0,0,1,0
"mariattoksenategov",0,0,0,0,0,0,0,0,0,1
"maribeth",0,0,2,2,18,0,2,0,34,3
"marie",9,0,4,1,0,0,0,0,2,5
"marieedgemonagokgov",0,0,0,0,0,0,0,0,0,3
"mariepricejournalrecordcom",0,0,0,0,0,0,0,0,0,3
"mariepvdemocratcom",0,0,0,0,0,0,0,0,0,2
"marietta",0,0,2,3,0,0,0,0,0,9
"marilyn",0,0,0,0,0,0,0,0,0,1
"marilyndavidsondocstateokus",0,0,0,0,0,0,0,0,0,1
"mario",0,0,0,0,0,0,0,0,0,1
"mariokirbyoagokgov",0,0,0,0,0,0,0,0,0,1
"marion",0,0,0,0,0,0,0,0,0,4
"marionfrydacstateokus",0,0,0,0,0,0,0,0,0,3
"marionville",0,0,0,0,0,0,0,0,0,3
"marisa",0,0,0,0,0,0,0,0,0,2
"marisawisemshpdpsmogov",0,0,0,0,0,0,0,0,0,2
"marital",0,0,0,6,0,0,0,0,0,0
"mark",95,0,1173,38,17,0,47,0,47,72
"markallenratholecom",0,0,0,0,0,2,0,0,0,0
"markanashcivmailmil",0,0,0,0,0,0,0,0,0,2
"markanorriscivmaiimil",0,0,0,0,0,0,0,0,0,1
"markbrunkblmgov",0,0,0,0,0,0,0,0,0,3
"markcodybiagov",0,0,0,0,0,0,0,0,0,1
"markcohentroutmansanderscom",0,0,10,0,0,0,0,0,0,0
"markcraigdvncom",1,0,0,0,0,0,0,0,0,0
"markderichsweilerdeqokgov",0,0,5,9,0,0,0,0,0,0
"markderichsweilerdeqstateokus",1,0,0,0,0,0,0,0,0,0
"marked",1,0,0,0,0,0,0,0,0,0
"market",95,1,4,213,0,0,0,29,236,2
"marketing",41,0,214,190,4,39,1,5,62,0
"marketoriented",0,0,0,0,0,0,0,0,5,0
"marketplace",0,0,0,0,0,0,0,0,5,0
"markets",6,0,0,30,0,0,0,3,5,0
"markgravesaccessmidstreamcom",0,0,0,0,0,0,0,0,0,4
"markham",0,0,0,0,0,0,0,0,0,3
"markherringnavtelcom",0,0,0,0,0,0,0,0,0,2
"markings",0,0,0,0,0,0,0,0,0,2
"markjasseygmailcom",0,0,0,0,0,0,0,0,0,1
"markkosemunddacstateokus",0,0,0,0,0,0,0,0,0,3
"markmatloffdacstateokus",0,0,0,2,0,1,0,0,1,2
"markmcbrideokhousegov",0,0,0,0,0,1,0,0,2,0
"markmcculloughokhousegov",0,0,0,0,0,1,0,0,1,0
"marknagletroutmansanderscom",0,0,81,0,0,0,0,0,0,0
"markouimetsdhstatemaus",0,0,0,0,0,0,0,0,0,2
"markparkmanusdojgov",0,0,0,0,0,0,0,0,0,2
"marks",4,0,0,0,0,0,0,0,0,3
"markshurtlefftroutmansanderscom",2,0,28,0,0,0,1,0,16,0
"marksnhealthokgov",0,0,0,2,0,1,0,0,1,2
"marksternusdojgov",0,0,4,6,0,0,0,0,0,0
"marktulsadrillerscom",0,0,0,0,0,0,0,0,0,1
"markupdocx",0,0,0,1,0,0,0,0,0,0
"marla",5,0,0,0,0,0,0,0,4,0
"marlajoannmecom",0,0,0,0,0,0,0,0,0,1
"marlapeekokfborg",1,0,5,9,0,0,0,0,0,0
"marlatt",4,0,0,0,0,0,0,0,1,0
"marlattoksenategov",0,0,1,1,0,0,0,0,1,3
"marlo",0,0,1,1,0,0,0,0,0,0
"marlow",0,0,0,0,0,0,0,0,0,2
"marple",0,0,0,0,17,0,0,0,28,2
"marriage",26,10,0,19,0,0,0,0,0,0
"married",4,0,0,40,0,0,0,0,5,0
"marrone",0,0,0,0,0,0,0,0,0,3
"marronebrowningicfbigov",0,0,0,0,0,0,0,0,0,2
"marronebrowningicthigov",0,0,0,0,0,0,0,0,0,1
"marsee",0,0,0,0,1,0,0,0,6,0
"marsha",6,0,0,0,0,0,0,0,0,3
"marshal",0,0,0,0,0,0,0,0,0,48
"marshall",4,0,0,0,0,0,0,0,2,11
"marshals",0,0,0,0,0,0,0,0,0,10
"marshamillerardmoreitecom",0,0,0,0,0,0,0,0,0,2
"mart",0,0,1,0,0,0,0,0,0,0
"martella",0,0,39,6,0,0,0,0,0,0
"martens",0,0,0,0,0,0,0,0,0,2
"martha",0,0,6,0,0,0,0,0,0,0
"marthacampbellagtngov",0,0,10,0,0,0,0,0,0,0
"marthaperryokhousegov",0,0,0,0,0,2,0,0,0,0
"martin",8,0,8,87,19,0,0,0,36,24
"martindiehl",0,0,0,1,0,0,0,0,0,0
"martinez",0,0,0,0,0,0,0,0,1,3
"martinjanesbcglobalnet",0,0,0,0,0,2,0,0,0,0
"martinmuellerupnllccom",0,0,0,0,0,0,0,0,0,3
"marty",0,0,0,0,0,0,0,0,0,3
"martyquinnokhousegov",0,0,0,0,0,1,0,0,1,0
"marunmuellerupnllccom",0,0,0,0,0,0,0,0,0,1
"marvin",5,0,0,0,0,0,0,0,4,0
"marwell",0,0,0,1,0,0,0,0,0,0
"mary",63,4,558,187,53,5,24,7,151,18
"maryann",0,0,0,0,0,0,0,0,0,5
"maryannmartinokhousegov",0,0,0,0,0,0,0,0,0,4
"marycburghernfgmailmil",0,0,0,0,0,0,0,0,0,3
"maryferraraagtngov",0,0,10,0,0,0,0,0,0,0
"maryland",4,0,1,0,0,0,0,0,2,0
"marymonroeatfgov",0,0,0,0,0,0,0,0,0,2
"marynesotohotmailcom",0,0,0,0,0,0,0,0,0,1
"marystoverphotogmailcom",0,0,0,2,0,1,0,0,1,2
"marysuewatgwagov",0,0,8,19,0,0,0,0,0,0
"masagsvendgov",0,0,0,0,0,0,0,0,16,0
"masfin",0,0,0,0,0,0,0,0,0,1
"masfln",0,0,0,0,0,0,0,0,0,1
"mashburndacstateokus",0,0,0,0,0,0,0,0,0,1
"mask",4,0,0,0,0,0,0,0,0,1
"mason",10,0,1,14,1,0,0,0,139,17
"masonimcgmailcom",0,0,0,0,0,0,0,0,0,1
"masonjmcgmailcom",0,0,0,0,0,0,0,0,0,5
"mass",4,0,0,0,0,0,0,0,0,0
"massachusetts",8,0,1,4,0,0,0,0,2,0
"masses",3,0,0,0,0,0,0,0,0,0
"massey",0,0,4,3,0,0,0,0,0,0
"massicotte",0,0,1,6,0,0,0,0,0,0
"massie",0,0,0,0,0,0,0,0,0,4
"master",0,0,0,0,0,0,0,0,0,3
"masterful",0,0,0,6,0,0,0,0,0,0
"masters",0,0,0,3,0,0,0,0,0,2
"masterton",6,0,0,0,0,0,0,0,0,3
"match",0,0,0,15,0,5,0,0,0,0
"matched",0,0,0,0,0,0,0,0,15,0
"matching",0,0,0,3,0,0,0,0,0,0
"material",0,0,3,76,0,0,0,0,0,0
"materials",0,0,4,7,0,0,0,0,0,3
"materni",0,0,0,1,0,0,0,0,0,0
"maternity",0,0,0,4,0,0,0,10,15,0
"math",1,0,0,78,0,0,0,5,5,0
"mathes",4,0,0,0,0,0,0,0,2,0
"matheson",0,0,0,0,0,0,0,0,0,3
"mathew",0,0,0,0,0,0,0,0,0,2
"mathewfergusonognafmil",0,0,0,0,0,0,0,0,0,2
"mathews",0,0,0,0,0,0,0,0,0,1
"mathia",0,0,0,0,0,0,0,0,0,3
"mathis",0,0,0,0,0,0,0,0,0,1
"matlock",0,0,0,0,0,0,0,0,0,1
"mats",0,0,0,2,0,0,0,0,2,0
"matt",50,5,7,205,18,0,4,0,42,21
"mattbeaversdvncom",0,0,0,0,0,0,0,0,0,1
"mattbolinnewsonnet",0,0,0,0,0,0,0,0,0,2
"mattbtaylorusdojgov",0,0,0,0,0,0,0,0,0,1
"mattbyersgmailcom",0,0,0,0,0,0,0,0,0,1
"mattcagigalchkcom",0,0,0,0,0,0,0,0,0,1
"mattclinenicomaparkpolicecom",0,0,0,0,0,0,0,0,0,1
"mattcmastrategiescom",0,0,0,0,0,2,0,0,0,0
"matter",8,0,61,91,5,0,0,5,18,0
"mattered",0,0,0,0,0,0,0,0,5,0
"matters",0,0,161,110,2,0,1,8,39,0
"matthew",6,0,3,0,17,0,0,0,26,33
"matthewbjorkteachforamericaorg",0,0,0,0,0,0,0,0,0,1
"matthewbrittmecom",0,0,0,0,0,0,0,0,0,6
"matthewbryantfwsgov",0,0,0,0,0,0,0,0,0,3
"matthewdukestroutmansanderscom",0,0,81,0,0,0,0,0,0,0
"matthewfeilwindstreamcom",0,0,0,0,0,0,0,0,0,5
"matthewglanvillegmailcom",0,0,0,0,0,0,0,0,0,1
"matthewhewetticfbigov",0,0,0,0,0,0,0,0,0,1
"matthewlandryaccessmidstreamcom",0,0,0,0,0,0,0,0,0,4
"matthewlevinectgov",0,0,0,6,0,0,0,0,0,0
"matthewlevinepostatectus",0,0,8,19,0,0,0,0,0,0
"matthewm",0,0,0,0,0,0,0,0,0,1
"matthews",0,0,0,0,0,0,0,0,0,3
"matthewvanhoesenupnllccom",0,0,0,0,0,0,0,0,0,5
"matthewwadepfestatefarmcom",0,0,0,0,0,0,1,0,0,0
"mattmcgeedvncom",0,0,0,0,0,0,0,0,0,1
"mattoklahomarealtorscom",0,0,0,0,0,0,0,0,0,3
"mattokosteoorg",0,0,0,0,0,0,0,0,0,1
"mattpaulsonkattenlawcom",0,0,5,12,0,0,0,0,0,0
"mau",0,0,0,0,0,0,0,0,0,1
"maughan",0,0,0,3,0,0,0,0,0,0
"mauldin",0,0,2,2,0,0,2,0,0,0
"maura",0,0,2,2,0,0,0,0,0,0
"maurer",0,0,0,0,0,0,0,0,0,1
"max",0,0,0,0,0,0,0,0,0,5
"maxcookdacstateokus",0,0,0,2,0,1,0,0,1,5
"maxed",0,0,0,0,0,0,0,0,5,0
"maxey",0,0,0,0,0,0,0,0,0,12
"maximize",0,0,0,2,0,0,0,0,0,0
"maximum",0,0,20,0,0,0,0,0,0,0
"maxwell",0,0,0,0,0,0,0,0,0,1
"may",325,0,623,699,20,9,24,15,150,25
"maybe",10,0,17,17,3,0,0,0,16,1
"mayer",0,10,0,8,0,0,0,0,0,0
"mayes",0,0,0,0,0,0,0,0,0,2
"mayflower",0,0,0,0,0,0,0,0,15,0
"mayoish",0,0,0,0,0,0,0,0,0,1
"mayor",0,0,0,8,0,0,0,0,0,0
"mayorokcgov",0,0,0,2,0,1,0,0,1,2
"mays",0,0,0,0,0,0,0,0,0,3
"maysville",0,0,0,0,0,0,0,0,0,3
"maysvillecourtclerkyahoocom",0,0,0,0,0,0,0,0,0,1
"maziarz",0,0,0,0,0,0,0,0,0,1
"mazzeioksenategov",0,0,0,0,0,1,0,0,1,0
"mba",0,0,0,2,0,0,0,0,0,0
"mballafphqorg",21,0,0,123,0,2,0,0,0,0
"mbehrensshbcom",0,0,5,12,0,0,0,0,0,0
