Word Strng,Produce-1600-2541-Redacted.txt,Produce-2000.txt,Produce-3000.txt,Produce-4000.txt,Produce-5000.txt,Produce-6000.txt,Produce-Box-1-Redacted.txt,Produce-Box-5-Redacted.txt,Produce-Box-5.txt,Produce-Box-6.txt,Total
almon,0,0,0,0,0,0,0,0,0,2,2
almost,4,1,14,8,0,0,4,0,1,1,33
alohahollyymailcom,0,2,0,0,0,0,0,0,0,0,2
alone,0,0,0,10,0,0,4,0,3,0,17
alonewith,0,0,0,5,0,0,0,0,0,0,5
along,11,0,3,52,0,1,0,0,21,1,89
alpha,0,0,0,0,0,0,0,0,1,0,1
already,12,1,18,52,1,0,13,1,20,1,119
also,94,10,243,288,12,0,29,42,90,15,823
alta,0,0,0,4,0,0,0,0,0,0,4
altalink,0,0,0,0,0,2,0,0,0,0,2
alter,0,0,0,0,0,0,4,0,0,0,4
alternate,0,0,0,0,0,0,0,0,3,2,5
alternative,2,0,0,7,0,0,2,0,5,1,17
alters,0,0,0,2,0,0,0,0,0,0,2
although,4,0,0,10,0,0,3,0,4,0,21
altogether,8,0,0,0,0,1,0,0,1,0,10
alton,0,0,0,0,0,0,0,0,0,2,2
altrock,0,0,0,0,0,0,0,0,5,0,5
altshuler,5,0,1,1,1,0,7,0,5,3,23
altus,0,0,0,0,0,0,0,0,0,31,31
alum,4,0,0,0,0,0,0,0,0,2,6
alumlokcorg,0,0,0,2,0,0,0,0,0,3,5
alums,0,0,0,0,0,0,0,0,0,2,2
aluxoklahomaheritagecom,0,0,0,0,0,0,2,0,0,0,2
alva,0,0,0,0,0,0,0,0,0,5,5
always,3,0,28,2,4,0,5,0,2,0,44
alyson,0,0,0,0,0,0,0,0,0,1,1
alysonatchisonartsokgov,0,0,0,0,0,0,0,0,0,1,1
alysonmosesartsokgov,0,0,0,0,0,0,0,0,0,1,1
amacbethsidleycom,0,0,32,0,0,0,0,0,0,0,32
amaha,0,0,0,0,0,0,0,0,0,1,1
amam,0,0,0,4,0,0,0,0,0,0,4
amanda,5,2,32,3,43,0,15,0,34,4,138
amandabermanusdojgov,0,0,53,0,0,0,0,0,0,0,53
amandakuhlmanlovescom,0,0,0,0,0,0,0,0,0,1,1
amandampdgmailcom,0,0,0,0,0,0,0,0,0,1,1
amandaperkinsusdojgov,0,0,0,0,0,0,0,0,0,1,1
amare,0,0,0,1,0,0,0,0,0,0,1
amashley,0,1,0,0,0,0,0,0,0,0,1
amazed,4,0,0,0,0,0,0,0,0,0,4
amazing,1,0,0,0,0,0,28,0,0,0,29
amazingly,0,0,0,0,0,0,6,0,0,0,6
amber,0,0,0,0,0,0,0,0,0,3,3
amberhhammonslawcom,0,0,0,0,0,0,1,0,0,0,1
amberpolicechiefyahoocom,0,0,0,0,0,0,0,0,0,1,1
amberpoolarkansasgov,0,0,0,0,0,0,0,0,1,0,1
ambersharplesartsokgov,0,0,0,0,0,0,0,0,0,1,1
ambertulsaoktoberfestorg,0,0,0,0,0,0,0,0,1,0,1
ambitious,0,0,0,3,0,0,0,0,0,0,3
ambulatory,0,0,0,3,0,0,0,0,0,0,3
amclayton,0,0,0,2,0,0,0,0,0,0,2
amcneilpicernemhcom,0,0,0,0,0,0,0,0,1,0,1
amd,0,0,0,1,0,0,0,0,0,0,1
amelia,0,0,0,0,0,0,0,0,0,2,2
amend,0,0,0,13,4,0,6,0,0,0,23
amended,0,0,0,22,1,0,0,0,4,0,27
amendment,4,0,2,4,0,3,0,0,2,0,15
amendments,0,0,0,6,0,0,0,0,0,0,6
america,9,10,35,46,0,2,16,0,37,0,155
american,200,131,82,643,59,104,14,0,118,11,1362
americans,30,0,2,67,0,0,18,0,34,3,154
americanus,0,0,0,2,0,0,0,0,0,0,2
americas,16,0,0,50,0,0,2,2,17,1,88
amestoy,18,0,262,0,0,0,10,0,0,0,290
amhallcityoftulsaorg,0,0,0,0,0,0,0,0,0,1,1
amhyattmsncom,0,2,0,0,0,0,0,0,0,0,2
ami,6,0,0,2,0,0,4,0,0,3,15
amicus,0,0,13,79,2,0,0,0,0,0,94
amicuspdf,0,0,1,0,0,0,0,0,0,0,1
amid,0,0,0,0,0,0,0,0,1,0,1
amity,4,0,0,0,0,0,0,0,0,0,4
amleincityothartlesvilleorg,0,0,0,0,0,0,0,0,0,2,2
ammelissa,0,0,0,3,0,0,0,0,0,0,3
ammond,0,0,0,0,0,0,0,0,0,1,1
amnesty,3,0,0,0,0,0,0,0,0,0,3
amok,0,0,0,1,0,0,0,0,0,0,1
among,18,0,20,27,0,0,5,0,7,0,77
amongst,0,0,0,0,0,0,0,0,0,1,1
amoorenmaggov,0,1,8,19,0,0,0,0,0,0,28
amoran,0,0,0,0,0,0,0,0,0,1,1
amos,0,0,1,10,0,3,0,0,0,0,14
amount,15,0,0,83,1,1,0,0,11,0,111
amounts,0,0,0,1,0,0,0,0,0,0,1
amountssources,0,0,0,0,1,0,0,0,0,0,1
amp,0,0,0,0,0,0,1,0,0,0,1
ampdf,0,0,0,0,0,0,0,0,2,0,2
amteegyahoocom,0,0,0,0,0,2,0,0,0,1,3
amtrak,0,0,0,0,0,0,0,0,0,4,4
amy,234,0,3,3,2,0,33,0,6,2,283
amydillonfriendsofthecapitolcom,0,0,0,0,0,1,0,0,0,0,1
amygkfforg,0,0,0,2,0,0,0,0,0,2,4
amykatebrown,1,0,0,0,0,0,0,0,0,0,1
amymwongdojstateorus,0,2,0,0,0,0,0,0,0,0,2
amyone,1,0,0,0,0,0,0,0,0,0,1
anadarko,0,0,0,0,0,0,0,0,0,10,10
analysis,5,0,1,29,0,0,14,0,5,6,60
analyst,0,0,1,28,5,0,4,0,64,91,193
analystmichigan,0,0,0,0,0,0,0,0,0,2,2
analystoifc,0,0,0,0,0,0,0,0,0,1,1
analysts,0,0,0,11,0,1,0,0,5,0,17
analystwebmaster,0,0,0,0,0,0,0,0,0,2,2
analytics,0,0,0,0,0,0,0,0,0,1,1
analyze,2,0,1,1,0,0,0,0,0,0,4
analyzed,0,0,0,0,0,0,0,0,5,0,5
analyzes,1,0,0,0,0,0,0,0,0,0,1
anarticle,0,0,0,6,0,0,0,0,0,0,6
anastasia,0,0,0,0,0,0,0,0,0,2,2
anastasiapittmangmailcom,0,0,0,0,0,0,0,0,0,1,1
anchor,4,0,0,0,0,0,0,0,0,0,4
and,1799,428,2147,5712,272,70,624,354,2277,494,14177
anderson,178,0,248,0,41,0,21,0,53,6,547
andersonoksenategov,0,0,0,2,0,1,0,0,1,2,6
andlor,0,0,0,0,0,0,0,0,0,2,2
andmortar,0,0,0,0,0,0,0,0,0,1,1
andor,3,0,1,110,0,0,7,0,0,0,121
andrea,0,0,0,0,41,0,4,0,28,3,76
andreahhealthokgov,0,0,0,2,0,0,0,0,0,2,4
andreamertenokhousegov,0,0,0,0,0,0,0,0,0,1,1
andrepetersontnicom,0,1,0,0,0,0,0,0,0,0,1
andrew,35,7,277,43,7,0,29,5,37,27,467
andrewbaldonadoanheuserbuschcom,0,2,0,0,0,0,0,0,0,0,2
andrewbevilgmailcom,0,0,0,0,0,0,0,0,0,2,2
andrewbollingerocedu,0,0,0,0,0,0,0,0,0,3,3
andrewcommerusacearmymil,0,0,2,3,4,0,0,0,0,0,9
andrewdameokbuedu,0,0,0,0,0,0,0,0,0,3,3
andrewgwhitakeryahoocom,0,0,0,0,0,0,0,0,0,4,4
andrewjjacobsgmailcom,0,0,0,0,0,0,0,0,0,1,1
andrewjohnsenattnet,0,2,0,0,0,0,0,0,0,0,2
andrewjohnsenbnsfcom,0,2,0,0,0,0,0,0,0,0,2
andrewmcurrentlandcom,0,0,0,0,0,0,0,0,0,1,1
andrewpmillerverizonnet,4,2,54,0,0,0,1,0,16,0,77
andrews,4,0,0,15,0,0,0,0,0,3,22
andrewsdaviscom,0,0,0,0,0,0,0,0,0,1,1
andrewsilvestrigovokgov,0,0,0,2,0,0,0,0,0,2,4
andrewstephenstexasattorneygeneralgov,0,0,8,0,0,0,0,0,0,0,8
andy,19,1,276,18,0,0,10,2,2,5,333
andyselfridgesacandfoxnationnsngov,0,0,0,0,0,0,0,0,0,1,1
andywcatoosapdcom,0,0,0,0,0,0,0,0,0,1,1
anesthesiologist,0,0,0,0,0,0,4,0,0,0,4
anesthesiologists,0,0,0,3,0,0,0,0,0,0,3
anga,0,0,1,1,0,0,8,0,0,1,11
angas,0,0,0,0,0,0,2,0,0,0,2
angela,0,0,0,0,0,0,0,0,0,7,7
angelacolmenerooagstatetxus,0,0,10,0,0,0,0,0,0,0,10
angelamiightusdojgov,0,0,0,0,0,0,0,0,0,1,1
angelamlightusdojgov,0,0,0,0,0,0,0,0,0,1,1
angelasandersfieldosbiokgov,0,0,0,0,0,0,0,0,0,2,2
angeles,0,0,0,0,0,0,4,0,0,2,6
angeline,0,0,30,6,0,0,0,0,0,0,36
angelinepurdyusdojgov,0,1,60,13,0,0,0,0,0,0,74
angelo,0,0,0,0,0,0,0,0,0,1,1
angie,0,0,2,2,0,0,4,0,0,1,9
angiearkbroadcastersorg,0,0,0,0,0,0,0,0,1,0,1
anglin,5,0,0,0,1,0,7,0,4,0,17
angus,0,0,51,0,0,0,0,0,0,0,51
ani,0,0,0,0,41,0,4,0,28,0,73
aniruddha,0,0,0,0,41,0,4,0,28,0,73
anissa,4,0,0,0,0,0,4,0,1,0,9
anita,0,0,0,0,0,0,0,0,0,1,1
anitascheulernebraskagov,0,2,0,0,0,0,0,0,16,0,18
anitejrncom,0,0,0,0,0,0,0,0,0,1,1
anjanette,0,0,0,0,0,0,0,0,0,2,2
anjanettedaigiedhsgov,0,0,0,0,0,0,0,0,0,1,1
anjanettedaigledhsgov,0,0,0,0,0,0,0,0,0,1,1
ann,18,0,276,36,41,0,14,0,32,2,419
annaliyahoocom,0,0,0,0,0,0,0,0,0,1,1
annamarie,0,0,0,0,41,0,4,0,28,0,73
annapolis,0,0,0,0,0,0,1,0,0,0,1
anne,5,0,0,0,1,0,7,0,4,1,18
anneforsheegmailcom,0,0,0,0,0,0,0,0,0,1,1
annerobertsintegrisheaithcom,0,0,0,0,0,0,0,0,0,1,1
annerobertsintegrishealthcom,0,0,0,2,0,0,0,0,0,0,2
annerobertsintegrisokcom,0,0,0,0,0,0,0,0,0,1,1
annetta,0,0,0,0,0,0,4,0,0,0,4
annette,0,0,0,22,0,0,0,0,0,0,22
annetteprinceouhscedu,4,0,0,0,0,0,0,0,0,0,4
annfeltoncentraloklahomahabitatorg,0,0,0,2,0,0,0,0,0,2,4
annhuberdollpsstatenjus,0,0,8,0,0,0,0,0,0,0,8
anniebohnenyahoocom,0,0,0,0,0,2,0,0,0,0,2
anniversary,6,0,0,28,0,0,0,0,2,2,38
annlawlerbnsfcom,0,0,0,0,0,0,0,0,0,2,2
announce,4,3,0,6,0,0,0,0,0,14,27
announced,6,0,0,38,2,1,0,0,11,0,58
announcement,1,0,0,6,0,0,0,0,5,0,12
announces,6,0,0,15,2,0,0,0,2,0,25
announcing,0,0,0,9,0,0,0,0,0,0,9
annual,27,3,7,103,7,0,2,0,8,0,157
annually,0,0,1,1,0,0,0,0,5,0,7
another,20,2,185,130,14,0,16,5,62,1,435
answer,1,0,0,6,6,0,12,8,13,0,46
answered,0,0,0,21,6,0,0,0,0,0,27
answers,32,0,0,10,0,0,0,0,5,0,47
anterior,0,0,0,3,0,0,0,0,0,0,3
anthem,0,0,0,0,0,0,0,0,5,0,5
anthony,0,0,2,2,25,0,8,0,22,23,82
anthonycarriercityofmangumcom,0,0,0,0,0,0,0,0,0,1,1
anthonydgeorgiadesmilmailmil,0,0,0,0,0,0,0,0,0,2,2
anthonymccarthyusafmil,0,0,0,0,0,0,0,0,0,2,2
anthonyrodaicfbigov,0,0,0,0,0,0,0,0,0,1,1
anthonyrodaicthigov,0,0,0,0,0,0,0,0,0,2,2
anticipate,4,0,0,5,0,0,0,0,0,0,9
anticipated,4,0,0,0,0,0,0,0,2,0,6
anticommunism,0,0,0,0,0,0,0,0,2,0,2
anticommunist,0,0,0,0,0,0,0,0,2,0,2
anticonscience,4,0,0,6,0,0,0,0,0,0,10
antifossil,1,0,0,0,0,0,0,0,1,0,2
antihf,0,0,0,0,0,0,2,0,0,0,2
antiterrorism,0,0,0,0,0,0,0,0,0,17,17
antiterrorismforce,0,0,0,0,0,0,0,0,0,2,2
antlers,0,0,0,0,0,0,0,0,0,3,3
antunamo,0,0,0,3,0,0,0,0,0,0,3
anxious,0,0,0,4,0,0,1,0,0,0,5
anxiously,0,0,0,0,2,0,0,0,0,0,2
any,333,133,1335,1314,118,16,147,20,257,35,3708
anybody,0,0,0,1,0,0,0,0,0,0,1
anyone,10,0,0,23,4,0,2,7,12,6,64
anything,12,27,1,78,3,1,2,0,1,4,129
anytime,11,0,25,3,0,1,3,0,0,1,44
anyway,0,0,0,6,0,0,0,0,0,0,6
anywhere,4,0,0,11,0,0,0,0,0,0,15
anz,0,0,0,0,0,0,0,0,0,1,1
aona,0,0,0,0,0,0,0,0,0,1,1
aoreficebethanypdorg,0,0,0,0,0,0,0,0,0,1,1
apa,0,0,2,4,0,0,0,0,0,0,6
apache,0,0,0,0,0,0,0,0,0,5,5
apachenewspldinet,0,0,0,0,0,0,0,0,0,2,2
apachepdyahoocom,0,0,0,0,0,0,0,0,0,1,1
aparrishkslawcom,0,0,0,6,0,0,0,0,0,0,6
apart,0,0,0,0,0,0,0,0,5,0,5
apathy,0,0,0,0,0,0,0,4,4,0,8
apattersonorrickcom,0,2,0,0,0,0,0,0,0,0,2
apco,6,0,0,11,2,5,0,0,8,0,32
apcos,0,0,0,0,0,1,0,0,0,0,1
apdalvaokorg,0,0,0,0,0,0,0,0,0,1,1
apdcityofanadarkoorg,0,0,0,0,0,0,0,0,0,4,4
apga,0,0,0,0,0,0,1,0,0,0,1
api,0,0,2,6,0,0,1,0,0,0,9
apincusmayerbrowncom,0,2,0,0,0,0,0,0,0,0,2
apippincoxnet,0,0,0,0,0,0,0,0,0,6,6
apoklahomaaporg,0,0,0,0,0,0,0,0,0,1,1
apologies,4,0,5,0,0,0,0,0,3,1,13
apologize,4,36,0,14,9,1,1,0,2,0,67
app,0,2,0,2,0,0,0,0,0,0,4
appalachian,17,0,0,38,4,18,0,0,22,0,99
appalling,0,0,0,6,0,0,0,0,0,0,6
apparent,5,0,0,0,0,0,0,0,1,0,6
apparently,0,0,0,6,0,0,4,0,0,0,10
appeal,0,0,0,11,1,0,0,0,2,2,16
appealed,1,0,0,0,0,0,0,0,0,0,1
appealing,0,0,0,0,0,0,4,0,0,0,4
appeals,1,0,8,7,0,0,0,0,0,0,16
appear,4,0,0,18,0,0,0,0,4,0,26
appearance,0,0,1,59,0,0,0,0,0,0,60
appearances,0,0,0,6,0,0,0,0,0,0,6
appeared,0,0,1,6,0,0,0,0,11,0,18
appears,1,0,15,4,4,0,0,0,1,0,25
appendix,0,1,0,0,0,0,0,0,0,0,1
apperance,0,0,0,1,0,0,0,0,0,0,1
applaud,1,0,0,6,0,0,0,0,0,0,7
applauded,0,0,0,10,0,0,0,0,0,0,10
apple,0,0,0,0,0,0,0,0,0,3,3
applecamp,5,0,0,0,1,0,7,0,4,0,17
applegate,0,0,0,0,0,0,0,0,0,2,2
appliances,1,0,0,2,0,0,0,0,0,0,3
applicable,6,0,1,31,1,1,0,0,5,0,45
applicant,0,0,0,5,0,0,0,0,0,0,5
applicants,0,0,0,0,0,0,0,0,0,1,1
application,10,0,0,9,2,1,0,0,0,0,22
applications,4,0,0,0,0,0,0,0,5,0,9
applied,0,0,2,4,0,0,0,0,5,0,11
applies,0,0,10,0,0,0,0,0,0,0,10
apply,8,0,0,2,0,0,0,5,5,3,23
appointment,0,0,0,0,0,0,0,6,18,0,24
appointmentvcs,1,0,0,0,2,0,0,0,0,0,3
appreciate,33,30,2,64,2,1,4,0,14,1,151
appreciated,0,6,0,30,0,0,0,2,9,0,47
appreciates,1,1,0,2,0,0,0,2,7,0,13
appreciative,0,0,0,1,0,0,0,0,0,0,1
approach,4,0,4,14,0,2,4,0,6,1,35
approaches,0,0,0,6,0,0,0,0,10,0,16
approaching,4,0,0,0,0,0,0,0,0,0,4
appropriate,3,0,7,33,4,0,3,1,6,1,58
appropriated,0,4,0,0,0,0,0,0,5,0,9
appropriation,0,0,0,0,0,0,0,0,5,0,5
appropriations,0,0,0,0,0,0,0,0,0,1,1
approval,6,0,0,53,1,6,0,0,4,2,72
approvalcomment,0,0,0,14,0,0,0,0,0,0,14
approvals,0,0,0,0,0,0,1,0,0,0,1
approve,0,0,0,11,0,0,0,0,2,0,13
approved,2,0,0,24,1,2,6,0,7,0,42
approves,4,0,0,4,2,4,0,0,2,0,16
approving,0,0,0,2,0,0,0,0,0,0,2
approximately,2,0,2,9,1,8,0,0,3,2,27
apr,45,0,40,1,0,0,1,0,0,1,88
april,152,2,623,14,0,0,23,0,105,9,928
aprildiesvictorychurchtv,0,0,0,0,0,0,0,0,1,0,1
aqainesreqionalfooubankorg,0,0,0,0,0,0,0,0,0,1,1
aragon,0,0,0,0,0,0,4,0,0,3,7
arbiter,0,0,0,4,0,0,0,0,0,0,4
arcadia,0,0,0,0,0,0,0,0,0,2,2
archer,0,0,0,6,0,0,0,0,0,0,6
archervcf,0,0,0,3,0,0,0,0,0,0,3
archerworld,0,0,0,3,0,0,0,0,0,0,3
architecturally,0,0,0,6,0,0,0,0,0,0,6
arctic,0,0,0,0,1,2,0,0,2,0,5
ardmore,0,0,0,0,0,0,0,0,0,13,13
ardmoreite,0,0,0,0,0,0,0,0,0,2,2
are,566,153,504,1571,95,19,212,75,475,43,3713
area,38,0,5,31,9,2,0,0,17,5,107
areal,0,0,0,0,4,0,0,0,0,0,4
areas,6,0,1,8,3,4,0,0,6,2,30
areaseconomic,0,0,0,8,0,0,0,0,0,0,8
arena,0,0,0,72,0,0,0,0,0,0,72
arent,0,0,0,8,3,0,4,5,5,0,25
arfusioncenterasparkansasgov,0,0,0,0,0,0,0,0,0,2,2
argenbright,6,0,0,0,0,0,4,0,3,3,16
argue,1,0,0,0,0,0,0,0,0,0,1
argued,0,0,0,10,0,0,0,2,2,0,14
argues,0,0,0,0,0,0,0,0,5,0,5
arguing,1,0,0,0,0,0,0,0,5,0,6
argument,9,0,0,50,2,0,0,0,6,0,67
arguments,1,0,1,27,1,0,1,0,0,0,31
aric,5,0,0,0,1,0,7,0,4,0,17
aricevarietycareorg,0,0,0,0,0,0,0,0,0,1,1
ariel,0,0,0,0,0,0,0,0,0,2,2
arielhernandezssagov,0,0,0,0,0,0,0,0,0,2,2
arise,0,0,0,2,0,1,0,0,1,1,5
arises,0,0,0,1,0,0,0,0,0,0,1
arising,0,0,1,9,0,0,0,1,1,2,14
arizona,0,0,9,48,2,0,0,5,12,2,78
arizonastyle,0,0,0,6,0,0,0,0,0,0,6
ark,1,0,0,2,0,0,0,0,0,0,3
arkansas,4,0,0,8,0,1,0,0,2,6,21
arkoma,0,0,0,0,0,0,0,0,0,2,2
arkomaattnet,0,0,0,0,0,0,0,0,0,2,2
arlene,0,0,0,0,0,0,0,0,0,2,2
arlenefkgconsulfingcom,0,0,0,0,0,0,0,0,0,2,2
arlenefkgconsultingcom,0,0,0,0,0,0,0,0,0,1,1
arlington,2,0,0,0,0,0,0,0,48,2,52
arm,0,0,0,0,0,0,0,0,0,1,1
armenta,0,0,0,0,0,0,0,0,0,2,2
armpdf,0,0,0,2,0,0,0,0,0,0,2
arms,0,0,0,0,0,0,0,0,0,2,2
armstrong,0,0,7,0,41,0,4,0,28,0,80
army,4,0,0,16,0,0,0,0,0,31,51
armykansas,0,0,0,0,0,0,0,0,0,2,2
arne,0,0,0,0,0,0,0,0,2,0,2
arnella,5,0,0,0,1,0,7,0,4,0,17
arnold,0,0,10,0,0,0,0,0,0,5,15
aroffroffresourcescom,0,0,0,2,0,0,0,0,0,2,4
aros,0,0,0,0,0,0,0,0,5,0,5
arose,0,0,1,1,0,0,0,0,5,0,7
around,57,0,14,68,6,3,2,0,28,0,178
arrange,0,0,2,5,0,0,1,0,0,0,8
arranged,0,0,0,0,0,0,1,0,0,0,1
arrangement,0,0,11,3,0,0,0,0,0,0,14
arrangements,0,0,0,1,0,0,0,0,2,0,3
arranging,0,0,18,0,0,0,0,4,4,0,26
arrell,0,0,0,0,0,0,0,0,0,1,1
arrival,4,0,0,0,4,0,0,0,0,0,8
arrive,11,0,0,0,0,0,0,0,3,0,14
arrived,0,0,0,9,0,0,3,0,0,0,12
arrives,7,0,0,0,0,0,0,0,0,0,7
arriving,9,0,0,0,0,0,0,0,0,0,9
arrow,0,0,0,0,0,0,0,0,8,27,35
arrows,0,0,0,0,0,0,0,0,4,0,4
arsbaarsbaorg,0,0,0,0,0,0,0,0,1,0,1
arsenia,0,0,0,0,0,0,0,0,0,2,2
arseniaduggandhsgov,0,0,0,0,0,0,0,0,0,2,2
art,0,12,0,0,0,0,0,0,0,1,13
artemis,0,0,0,0,0,0,1,0,0,0,1
arthur,8,0,0,0,2,0,2,0,2,0,14
artic,0,0,0,0,0,1,0,0,0,0,1
article,11,0,17,28,0,0,0,5,49,1,111
articles,0,0,0,0,0,0,0,8,25,0,33
articletwitterfacebookrepublishprint,0,0,2,4,0,0,0,0,0,0,6
articulate,0,0,0,6,0,0,0,0,0,0,6
artists,0,0,0,0,1,0,0,0,1,0,2
arts,0,0,0,0,0,0,0,0,32,0,32
aryan,0,0,0,0,0,0,0,0,0,1,1
asa,0,0,0,0,0,0,0,0,0,13,13
asafreemanyahoocom,0,0,0,0,0,0,0,0,0,6,6
asap,1,0,0,15,0,0,0,0,0,0,16
asavballyahoocom,0,0,0,0,0,0,0,0,0,6,6
asch,0,0,0,0,0,0,0,0,2,0,2
ascottpontotoccountysheriffcom,0,0,0,0,0,0,0,0,0,2,2
ash,0,0,0,0,0,0,0,0,0,1,1
asharrellstumyokcuedu,0,0,0,0,0,0,1,0,0,0,1
ashburton,0,0,6,0,0,0,0,0,0,0,6
ashely,0,0,0,0,0,0,0,0,14,0,14
asheville,0,0,0,4,0,0,0,0,0,0,4
ashleighclarkedmondokcom,0,0,0,0,0,0,0,0,1,0,1
ashley,234,81,517,230,1,8,25,0,140,12,1248
ashleycopelandvagov,0,0,0,0,0,0,0,0,0,2,2
ashleygrubbaccessmidstreamcom,0,0,0,0,0,0,0,0,0,2,2
ashleykempethicsokgov,0,0,0,0,0,0,0,0,0,1,1
ashleyneelokhousegov,0,0,0,0,0,0,0,0,0,1,1
ashleyneelomesokgov,0,0,0,0,0,0,0,0,0,2,2
ashleyolmstead,0,0,0,0,0,0,0,0,0,1,1
ashleyolmsteadoago,0,0,6,0,0,0,0,0,0,0,6
ashleyolmsteadoagokgov,213,197,339,196,0,3,15,14,311,0,1288
ashleyolmsteadoagokgovmailtoashleyolmsteadoagokgov,44,0,0,1,0,0,0,0,0,0,45
ashleytaylortroutmansanderscom,0,0,3,0,0,0,0,0,0,0,3
ashtonmesegovokgov,0,0,0,0,0,0,0,0,0,1,1
aside,1,0,0,2,0,0,0,6,11,0,20
asimankokcmetroalliancecom,0,0,0,2,0,0,0,0,0,2,4
ask,28,0,117,37,11,0,8,0,19,6,226
asked,8,27,36,29,0,2,1,4,71,3,181
askin,0,0,0,0,0,0,0,0,0,3,3
asking,4,0,2,30,0,0,0,5,26,1,68
asks,1,0,0,2,0,2,3,0,1,0,9
askustulsalibraryorg,0,0,0,0,0,0,0,0,1,0,1
aspect,0,0,0,2,0,0,0,0,0,0,2
aspects,4,0,1,5,0,0,1,0,2,0,13
aspirations,0,0,0,0,0,0,4,0,0,0,4
aspiropoulosokcuedu,0,0,0,16,0,0,0,0,0,0,16
assailed,4,0,6,12,0,0,0,0,0,0,22
assassination,4,0,0,0,0,0,0,0,2,0,6
assault,0,0,1,1,0,0,0,0,0,0,2
assembled,0,0,0,1,0,0,1,0,0,0,2
assembling,0,0,0,6,0,0,0,0,0,0,6
assembly,0,0,0,0,0,0,1,0,0,0,1
assert,0,0,2,4,0,0,0,0,0,0,6
asserted,0,0,2,4,0,0,0,0,0,0,6
assess,0,5,0,0,0,0,0,0,3,0,8
assessed,1,0,1,5,0,0,0,0,3,0,10
assessment,0,0,1,3,0,0,0,0,2,0,6
assessments,1,0,0,4,0,0,0,0,0,0,5
asset,2,0,0,0,0,0,0,0,0,0,2
assfistant,0,0,0,0,0,0,0,0,0,2,2
assi,0,0,6,0,0,0,0,0,0,0,6
assigned,0,0,0,1,0,0,0,13,13,0,27
assignment,0,0,0,0,0,0,0,0,0,2,2
assimilated,24,4,0,0,0,0,0,0,0,0,28
assimilation,4,0,0,0,0,0,0,0,0,0,4
assist,10,0,0,0,0,0,0,0,5,1,16
assistance,0,2,25,38,0,1,6,16,17,4,109
assistant,132,36,137,273,7,4,17,7,114,76,803
assn,0,0,6,0,0,0,0,0,0,0,6
assocationnc,0,0,0,0,0,0,1,0,0,0,1
associate,0,0,0,6,0,0,0,0,24,0,30
associated,1,0,0,24,0,2,0,8,11,0,46
associates,0,0,1,0,0,0,4,0,3,6,14
association,2,0,157,35,0,6,2,0,8,7,217
asst,4,0,0,8,0,0,0,0,0,0,12
asstchiefcityoftahlequahcom,0,0,0,0,0,0,0,0,0,2,2
asstchiefjacksongmailcom,0,0,0,0,0,0,0,0,0,1,1
asstchieflacksongmailcom,0,0,0,0,0,0,0,0,0,1,1
asstchiefyahoocom,0,0,0,0,0,0,0,0,0,2,2
assume,0,0,1,17,0,0,0,1,1,3,23
assumed,0,8,0,3,0,0,0,0,0,0,11
assumption,0,0,0,1,0,0,0,0,0,1,2
assumptionsxls,0,0,0,0,1,0,0,0,0,0,1
assurance,0,0,0,0,0,0,0,0,0,2,2
assured,3,0,0,0,0,2,0,0,1,0,6
assuredly,0,0,0,6,0,0,0,0,0,0,6
assuring,0,0,0,3,0,0,0,0,0,0,3
astaylorcoxnet,0,0,0,0,0,0,0,0,0,1,1
astaytoncoxnet,0,0,0,0,0,0,0,0,0,6,6
asterisk,0,0,0,0,0,0,1,0,0,1,2
aston,0,0,0,24,0,0,0,0,0,0,24
astounded,0,0,0,0,0,0,0,3,3,0,6
atchison,0,0,0,0,0,0,0,0,0,1,1
atcl,0,0,0,0,0,0,0,0,0,8,8
ateditoraltusfimescom,0,0,0,0,0,0,0,0,0,1,1
ateditoraltustimescom,0,0,0,0,0,0,0,0,0,1,1
atfnashville,0,0,0,0,0,0,0,0,0,2,2
atfp,0,0,0,0,0,0,0,0,0,2,2
athabasca,0,0,0,0,0,1,0,0,0,0,1
athas,0,0,0,0,41,0,4,0,28,0,73
athletic,0,0,0,0,0,0,0,0,0,8,8
athomasjrncom,0,0,0,0,0,0,0,0,0,1,1
atiens,0,0,0,0,0,0,0,0,0,1,1
atk,0,0,0,0,0,0,0,0,0,1,1
atkins,1,0,1,1,0,0,0,0,0,5,8
atkinson,1,0,5,9,4,0,0,0,0,3,22
atlanta,1,0,40,0,0,0,0,0,0,0,41
atlantic,0,0,1,0,0,0,0,0,0,0,1
atlarge,0,0,0,0,0,0,0,8,8,0,16
atmosphere,5,0,0,0,0,0,0,0,0,0,5
ato,0,0,0,0,0,0,0,0,0,2,2
atoka,0,0,0,0,0,0,0,0,0,11,11
atokaaolcom,0,0,0,0,0,2,0,0,0,0,2
atokajailattnet,0,0,0,0,0,0,0,0,0,2,2
atokasoyahoocom,0,0,0,0,0,0,0,0,0,2,2
atra,0,0,0,0,0,1,0,0,0,0,1
atras,0,0,0,0,0,1,0,0,0,0,1
att,0,0,0,0,0,0,1,0,0,0,1
attach,8,0,120,0,0,0,5,0,0,0,133
attached,34,31,125,313,46,0,42,0,49,8,648
attaching,0,2,0,8,1,0,1,0,0,0,12
attachm,0,0,0,3,0,0,0,0,0,0,3
attachment,11,71,59,244,5,2,36,0,4,2,434
